"id","name"
"OL1190115A","Paul E. Utgoff"
"OL1193640A","Shirai, Yoshiaki."
"OL1546471A","Dana Mackenzie"
"OL238134A","Frank Rose"
"OL5159642A","International Conference on Neural Information Processing (4th 1997 New Zealand)"
"OL5409491A","European Conference on Planning (5th 1999 Durham, England)"
"OL5515394A","Jingqiao Zhang"
"OL5686531A","Theodor Richard"
"OL7121175A","Ulrich Ramacher"
"OL7185050A","Ron S. Ross"
"OL7187773A","Kirk E. Jennings"
"OL766112A","Bryant, John"
"OL886362A","Fahiem Bacchus"
"OL958546A","Michael A. Carrico"
"OL1004516A","Christopher K. Riesbeck"
"OL1261281A","Keith Brain"
"OL19759A","John L. Pollock"
"OL24672A","David Hagberg"
"OL287083A","P. Braffort"
"OL4440575A","Hans W. Gottinger"
"OL4536704A","Delmar Eichler Domke"
"OL4839070A","Gloria J. Davis"
"OL4861761A","Mark E. Drummond"
"OL4938892A","Nathan Thatcher Ulrich"
"OL544623A","Timothy Ferris"
"OL801630A","Włodzimierz Odyniec"
"OL1671852A","Canadian Broadcasting Corporation."
"OL1804335A","International Summer School on Computational and Mathematical Linguistics Pisa 1974."
"OL3107595A","SEMANTIC WEB WORKING SYMPOSIUM 2001 STA"
"OL389005A","Neil Frude"
"OL5214141A","Gary R. George"
"OL5263194A","Hirofumi Katsuno"
"OL5409655A","Ibero-American Conference on Artificial Intelligence (7th 2000 Atibaia, Brazil)"
"OL545977A","Teuvo Kohonen"
"OL5603602A","International Symposium on Intelligent Multimedia and Distance Education (1999 Baden-Baden, Germany)"
"OL5681341A","Yves Jean Khawam"
"OL6608280A","Jeffrey M. Stibel"
"OL7009226A","Masanori Igoshi"
"OL7204151A","Naveen Ashish"
"OL7208300A","European-Japanese Conference on Information Modelling and Knowledge Bases (18th 2008)"
"OL776267A","Scandinavian Conference on Artificial Intelligence (3rd 1991 Roskilde, Denmark)"
"OL947210A","J. B. Evans"
"OL1301361A","Wan, Yan."
"OL1454177A","LPAR 2004 (2005 Montevideo, Uruguay)"
"OL1602284A","Johan Hjelm"
"OL26980A","Joe Haldeman"
"OL387374A","SEAL '96 (1996 Taejŏn-si, Korea)"
"OL471392A","Wolfgang Ertel"
"OL5162027A","JSAI 2007 (2007 Miyazaki-shi, Japan)"
"OL6455083A","International Symposium on Cyber Worlds (1st 2002 Tokyo, Japan)"
"OL6866562A","F. David Peat"
"OL7213077A","Bernhard Pfahringer"
"OL7236869A","LK Chapman"
"OL919986A","GI-Fachgespräch (1990 Königswinter, Germany)"
"OL2213260A","Symposium on Computer Augmentation of Human Reasoning (1964 Washington, D.C.)"
"OL2840121A","Ali Minai"
"OL3122233A","Alex J. Champandard"
"OL3181605A","Associazione Italiana Per Lintelligenza"
"OL3274873A","Gautam Biswas"
"OL4613110A","Institution of Electrical Engineers. Computing and Control Division."
"OL488953A","Mezhdunarodnai͡a konferent͡sii͡a i shkola molodykh uchenykh i spet͡sialistov ""SAPR-92--novye informat͡sionnye tekhnologii v nauke, obrazovanii i biznese"" (1992 Voronezh, Russia)"
"OL4939397A","Alison Andrews Vogel"
"OL4940797A","MLDM 2007 (2007 Leipzig, Germany)"
"OL5099634A","Cognitive Science Society (U.S.). Conference"
"OL5218244A","Stephen C Levinson"
"OL5440140A","IbPRIA 2007 (2007 Girona, Spain)"
"OL5777495A","IEEE International Workshop on Robot and Human Communication (4th 1995 Tokyo, Japan)"
"OL587924A","Erik Sandewall"
"OL6509200A","Edgar Ramón Aguilera García"
"OL6808433A","Gillian Cattell"
"OL6991182A","ICIRA 2009 (2009 Singapore)"
"OL7204953A","António E. Ruano"
"OL7209598A","Paolo Remagnino"
"OL75172A","Davis, Paul K."
"OL852936A","Egon Franck"
"OL2897227A","I. M. Makarov"
"OL3357685A","Joseph C. Musto"
"OL384391A","CIA '97 (1997 Kiel, Germany)"
"OL4062171A","H. Jaakkola"
"OL4174456A","Shengyong Chen"
"OL4422346A","Andrew Flitman"
"OL4665976A","Subbarao V. Somanchi"
"OL538619A","European Workshop JELIA '96 (1996 Évora, Portugal)"
"OL5581097A","Bryan McEleney"
"OL583914A","David B. Fogel"
"OL6302826A","Irish Conference on Artificial Intelligence and Cognitive Science (10th 1999 University College, Cork)"
"OL6547427A","AAAI Spring Symposium (1993 Stanford, Calif.)"
"OL6716957A","Hellenic Conference on AI (5th 2008 Hermoupolis, Greece)"
"OL6833917A","Hongsheng Wang"
"OL714857A","Anne Mulkers"
"OL7338633A","Sertan Girgin"
"OL892199A","Ernest Davis"
"OL1013793A","AI Systems in Government Conference (4th 1989 Washington, D.C.)"
"OL1299379A","Michael Sims"
"OL24631A","Pete Hautman"
"OL2817927A","Dylan D. Schmorrow"
"OL2848945A","Oscar Firschein"
"OL3107663A","K. C. Wu"
"OL3180349A","K. H. Blasius"
"OL4519487A","International Joint Conference on Artificial Intelligence (4th 1975 Tbilisi)"
"OL482104A","Italian Biomedical Physics Association. Advanced School"
"OL6966850A","Chang-hwan Kim"
"OL7156243A","Kenneth Levin"
"OL731042A","Alan Ross Anderson"
"OL946590A","European Workshop JELIA '90 (1990 Amsterdam, Netherlands)"
"OL1522207A","Kesheng Wang"
"OL20803A","Jean Pierre Aubin"
"OL238735A","European Workshop JELIA'98 (1998 Dagstuhl, Germany)"
"OL3285016A","Derek H. Sleeman"
"OL6510047A","Michael Rubens"
"OL6523643A","Türk Yapay Zeka ve Yapay Sinir Ağları. (14th 2005 İzmir, Turkey)"
"OL7117818A","ANNPR 2010 (2010 Cairo, Egypt)"
"OL7181541A","Joshua H. Gordis"
"OL7205148A","Adriano A. G. Siqueira"
"OL7210199A","Douglas J. K. Mewhort"
"OL772341A","Robinson, William S."
"OL1070244A","Varol Akman"
"OL1654060A","Randall Davis"
"OL231568A","Harley R. Myler"
"OL253094A","M. M. Botvinnik"
"OL3017322A","J. Cuena"
"OL3853674A","Kurt Bollacker"
"OL4567668A","Goddard Conference on Space Applications of Artificial Intelligence (1989 Greenbelt, Md.)"
"OL4622482A","Conference on Artificial Intelligence for Space Applications (2nd 1986 Huntsville, Ala.)"
"OL4839259A","Goddard Conference on Space Applications of Artificial Intelligence (AI) and Robotics (1987 Goddard Space Flight Center)"
"OL4938475A","Denise L. Lawson"
"OL5046418A","IEEE Workshop on Distributed Intelligent Systems: Collective Intelligence and its Applications (2006 Prague, Czech Republic)"
"OL5340637A","International Workshop on Database and Expert Systems Applications (18th 2007 Regensburg, Germany)"
"OL5975491A","S. Corrigan"
"OL6434980A","German Conference on Artificial Intelligence (21st 1997 Freiburg, Germany)"
"OL6610258A","Francesco Ricci"
"OL6847784A","International Conference on Adaptive and Intelligent Systems (2009 Klagenfurt, Austria)"
"OL7034761A","Matthias Dehmer"
"OL7204474A","Junzo Watada"
"OL951004A","IMACS Symposium on Artificial Intelligence, Expert Systems, and Languages in Modelling and Simulation (1st 1987 Barcelona, Spain)"
"OL1232212A","H. D. Lechner"
"OL245900A","International Workshop on Temporal Representation and Reasoning (5th 1998 Sanibel, Fla.)"
"OL2941407A","Phil Klahr"
"OL2947517A","Ralph J. Harrison"
"OL3309332A","David W. Etherington"
"OL3851545A","Momoh El-Hawary"
"OL4843233A","Robert Wesson"
"OL5417813A","International Joint Conference on Artificial Intelligence (15th 2002 Canberra, A.C.T.)"
"OL5630687A","International Joint Conference on Artificial Intelligence Tbilisi, Georgie 1975."
"OL6254097A","Hannes Werthner"
"OL7084213A","SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence (31st 2011 Cambridge, England)"
"OL7276210A","Paul McAuley"
"OL855846A","Pressure Vessels and Piping Conference (1989 Honolulu, Hawaii)"
"OL1203646A","Österreichische Artificial Intelligence-Tagung (1985 Vienna, Austria)"
"OL1428052A","Evan Kuhlman"
"OL1915693A","Colin Blakemore"
"OL2743754A","Kalyanmoy Deb"
"OL464654A","European Conference on Artificial Intelligence (11th 1994 Amsterdam, Netherlands)"
"OL47148A","Nikolaĭ Mikhaĭlovich Amosov"
"OL5043015A","Asociación Española de Inteligencia Artificial. Conferencia"
"OL629361A","Oscar Castillo"
"OL6543789A","Computational Intelligence 88 (Conference) (Milan, Italy)"
"OL6720366A","Joint International Conference on Interactive Digital Storytelling (1st 2008 Erfurt, Germany)"
"OL7131482A","Marius Backmann"
"OL7147748A","International Conference on Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimisation Problems (7th 2010 Bologna, Italy)"
"OL7209390A","Aimé Lay-Ekuakille"
"OL832442A","Harry Katzan"
"OL833809A","Marie W. Meteer"
"OL2215089A","E. B. Carne"
"OL3534776A","American Association for Artificial Intelligence"
"OL5866244A","Knowledge-based Software Engineering Conference (9th 1994 Monterey, Calif.)"
"OL6421875A","Hai-Cheng Eric Chu"
"OL6514344A","International Joint Conference on Artificial Intelligence (7th 1981 University of British Columbia)"
"OL6814093A","Stanley D Sears"
"OL719089A","Portuguese Conference on Artificial Intelligence (6th 1993 Porto, Portugal)"
"OL7204767A","M. C. J. D. van Eekelen"
"OL7217147A","Simon Siegler"
"OL7304089A","Vo Ngoc Dieu"
"OL7362816A","Sebastian Noll"
"OL1027929A","Massachusetts Institute of Technology. Libraries."
"OL1346727A","Maria Nowakowska"
"OL2681223A","Rolf T. Nossum"
"OL3039511A","IJCAI"
"OL385652A","Roger C. Schank"
"OL402292A","ECP '97 (1997 Toulouse, France)"
"OL4500069A","Československá akademie věd"
"OL4937038A","Jules Kenol"
"OL4940825A","ERCIM International Workshop on Constraint Solving and Constraint Logic Programming (11th 2006 Caparica, Portugal)"
"OL5153150A","ALAMAS 2005 (2005 Paris, France)"
"OL5248191A","CANADA.  WORKSHOP ON ARTIFICIAL INTELLIGENCE"
"OL5813045A","Machine Intelligence Workshop (3rd 1967 University of Edinburgh)"
"OL6264752A","Conference on AI, Simulation and Planning in High Autonomy Systems. (4th 1993 Tucson, Ariz.)"
"OL6457662A","European Workshop JELIA '98 (1998 Dagstuhl, Germany)"
"OL7204386A","Archana Mantri"
"OL761603A","Austrian Artificial Intelligence Conference (8th 1993 Linz, Austria)"
"OL936450A","Dorothy I. Sweitzer"
"OL1007232A","Matthew Zeidenberg"
"OL1128724A","SAE International Congress & Exposition (1986 Detroit, Mich.)"
"OL1607025A","European Workshop on Planning (2nd 1993 Vadstena, Sweden)"
"OL1607106A","Susan Leigh Anderson"
"OL2068694A","M. E. Maron"
"OL23480A","Andrew Hodges"
"OL25161A","Orson Scott Card"
"OL2681419A","Geseke German Workshop on Artificial Intelligence 1989 Eringerfeld"
"OL2696446A","T. Fitzpatrick"
"OL3926445A","Nikos Vlassis"
"OL4296884A","Tongqing Hu"
"OL5224325A","Advances in Computer Games (Conference) (11th 2005 Taipei, Taiwan)"
"OL531803A","Philip Agre"
"OL5386771A","Conference on Uncertainty in Artificial Intelligence (7th 1991 University of California at Los Angeles)"
"OL6601727A","International Conference on Computers in Education (15th 2007 Hiroshima-shi, Japan)"
"OL6750128A","Adrian Tchaikovsky"
"OL7037369A","Jairo R. Montoya-Torres"
"OL754956A","Igor Aleksander"
"OL767594A","Colin Beardon"
"OL771290A","G. Grahne"
"OL1006221A","Ramon López de Mántaras"
"OL1802153A","Thomas J. Ryan"
"OL2461841A","Stefano Nolfi"
"OL3300196A","Yazdani"
"OL5267507A","David Yeo"
"OL5372708A","International Conference on Active Media Technology (3rd 2005 Kagawa-gun, Japan)"
"OL5413524A","Conference on Computational Learning Theory (14th 2001 Amsterdam, Netherlands)"
"OL541748A","Simpósio Brasileiro de Inteligência Artificial (13th 1996 Curitiba, Brazil)"
"OL542604A","Illah Reza Nourbakhsh"
"OL5489606A","Erhard Tietel"
"OL6284525A","International Conference on the Practice and Theory of Automated Timetabling (4th 2002 Ghent, Belgium)"
"OL6348896A","IEEE/WIC/ACM International Conference on Intelligent Agent Technology (2007 Silicon Valley, Calif.)"
"OL6500667A","Nat︠s︡ionalʹnai︠a︡ konferent︠s︡ii︠a︡ po iskusstvennomu intellektu s mezhdunarodnym uchastiem (9th 2004 Tverʹ, Russia)"
"OL6507903A","International joint conference on artificial intelligence (9th 1985 Los Angeles, California)"
"OL7067886A","K. R. Venugopal"
"OL7109311A","American Mathematical Society. Short Course on Computational Topology"
"OL7130302A","Yanwen Wu"
"OL718249A","V. W. Marek"
"OL7204407A","Nick Bassiliades"
"OL224572A","Workshop on Reasoning with Incomplete and Changing Information (1996 Cairns, Qld.)"
"OL2819609A","Rosenbloom"
"OL2902509A","J. Jeffrey Richardson"
"OL4193945A","K.D. Pavate"
"OL4688531A","International Conference on the Practice and Theory of Automated Timetabling (3rd 2000 Konstanz, Germany)"
"OL5373944A","International Conference on Genetic Algorithms (2nd 1987 Massachusetts Institute of Technology)"
"OL5409625A","European Workshop on Learning Robots (8th 1999 Lausanne, Switzerland)"
"OL5417796A","IFAC/CIGR Workshop on Intelligent Control for Agricultural Applications (2nd 2001 Bali, Indonesia : Province)"
"OL6838569A","Louiqa Raschid"
"OL7015288A","Ioanna-Ourania Stathopoulou"
"OL7421254A","James Bridle"
"OL831352A","Armand M. de Callataÿ"
"OL954691A","M. G. Rodd"
"OL1808603A","Jerry Felsen"
"OL2824758A","Paul Warren"
"OL3180242A","B. Hoefflinger"
"OL329045A","András Kertész"
"OL3815049A","Thorndyke"
"OL4861621A","Luiz S. Homem de Mello"
"OL4941026A","EMMCVPR 2007 (2007 Ezhou Shi, China)"
"OL4941237A","BVAI 2007 (2007 Naples, Italy)"
"OL526877A","F. David Peat"
"OL5386947A","National Conference on Artificial Intelligence (8th 1990 Boston, Mass.)"
"OL5417588A","International School on Neural Nets ""E.R. Caianiello"" Fifth Course: From Synapses to Rules: Discovering Symbolic Rules From Neural Processed Data (2002 Erice, Italy)"
"OL5940604A","International Conference on Automated Planning and Scheduling (14th 2004 Whistler, B.C.)"
"OL6172404A","IFAC/IFORS/IFIP/IASC/AFCET Conference (2-4 September 1986 Aix-en- Provence,France)"
"OL6850735A","SEAL 2008 (2008 Melbourne, Vic.)"
"OL687015A","E. M. Karpov"
"OL7084771A","Sivashanmugam Palaniappan"
"OL7328736A","Helmut Veith"
"OL969964A","Workshop über Reason Maintenance (1986 Berlin, Germany)"
"OL1295268A","Jean-Claude Falmagne"
"OL1572688A","Ernst-Erich Doberkat"
"OL2103838A","Alfred J. Cote"
"OL224196A","László Mérő"
"OL2696392A","Kenji Suzuki"
"OL2783436A","J.H. Fetzer"
"OL32994A","Edward A. Bender"
"OL331593A","James, Peter"
"OL4872448A","N. Toomarian"
"OL532565A","European Workshop on Modelling Autonomous Agents in a Multi-Agent World (6th 1994 Odense, Denmark)"
"OL5628062A","International Conference on Systems Research, Informatics and Cybernetics (14th 2002 Baden-Baden, Germany)"
"OL5783084A","Conference on Artificial Intelligence Applications. (3rd 1987 Kissimmee, Fla.)"
"OL6230921A","A. Haddadi"
"OL7201388A","Halimah Badioze Zaman"
"OL7210841A","Pompeu Casanovas"
"OL833653A","Peter Bock"
"OL1073041A","Gerard P. Michon"
"OL148215A","Arthur Simons"
"OL3416266A","Srinivas Aluru"
"OL3671289A","Andres Kusiak"
"OL454244A","Matthew W. Crocker"
"OL6603115A","AISC 2002 (2002 Marseille, France)"
"OL6782029A","Mexican International Conference on Computer Science (7th 2008 Atizapán de Zaragoza, Mexico)"
"OL6996879A","Hui Xie"
"OL7122334A","Honggang Zhang"
"OL7205822A","Zhihua Qu"
"OL785597A","John D. Johnson"
"OL1191227A","Leonard Merrick Uhr"
"OL246738A","Dyson, George"
"OL2492947A","Workshop on Virtual Intelligence/Dynamic Neural Networks (9th 1998 Stockholm, Sweden)"
"OL2729643A","Wallace Wang"
"OL3152699A","G. Dorfner"
"OL4971967A","IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology (2006 Toronto, Ont.)"
"OL5377456A","German Conference on Artificial Intelligence (29th 2006 Bremen, Germany)"
"OL5556507A","Ėduard Viktorovich Popov"
"OL5627256A","Neuro-Nîmes. (5th 1992 Nîmes, France)"
"OL6166657A","Nobel Conference ((20th 1985 Gustavus Adolphus College)"
"OL6872523A","Steven Michael Walczak"
"OL7134794A","Raymond A. Tedman"
"OL7200972A","Herbert Kuchen"
"OL7303956A","Vincent C. M. Ller"
"OL882945A","Ivan Bratko"
"OL886358A","William Eric Leifur Grimson"
"OL1081217A","International Workshop on Artificial Intelligence for Industrial Applications (1988 Hitachi Research Laboratory)"
"OL251874A","Institute of Electrical and Electronics Engineers."
"OL3256518A","Marek R. Ogiela"
"OL4063555A","Poramate Manoonpong"
"OL5346381A","Tom W. Routen"
"OL5439287A","Asian Conference on Robotics and Its Application (2nd 1994 Beijing, China)"
"OL5679573A","International Conference on Systems Research, Informatics and Cybernetics"
"OL6614823A","JELIA 2008 (2008 Dresden, Germany)"
"OL6962908A","IInternational Conference on Formal Concept Analysis (4th 2006 Dresden, Germany)"
"OL7124990A","International Workshop on Hybrid Artificial Intelligence Systems (5th 2010 San Sebastián, Spain)"
"OL7161948A","International Conference on New Trends in Software Methodologies, Tools and Techniques (9th 2009 Yokohama, Japan)"
"OL7195248A","David L. MacPherson"
"OL843079A","K. B. Yoon"
"OL890013A","Robert I. Levine"
"OL2674363A","Cate Dermody"
"OL2679610A","M. Fieschi"
"OL3197504A","Van De Velde Breuker"
"OL327349A","Eric W. Noreen"
"OL4084463A","Q. Chen"
"OL4653887A","Arthur J. Decker"
"OL5140887A","Mark Alpert"
"OL6171080A","Conrad Sabourin"
"OL6935695A","Minghua Li"
"OL7151825A","Anne Håkansson"
"OL7212436A","Grigori Sidorov"
"OL1001686A","Shamim Naqvi"
"OL20305A","Klaus Kreimeier"
"OL32261A","Fred Saberhagen"
"OL3851076A","Judy Crow"
"OL388572A","Martin C. Libicki"
"OL4897301A","Noel Duerksen"
"OL4994318A","Journées d'électronique (1989 Lausanne, Switzerland)"
"OL540893A","Randy M. Kaplan"
"OL7158766A","JSAI-isAI 2009 (2009 Tokyo, Japan)"
"OL840087A","Matthew L. Ginsberg"
"OL1043087A","Adrien Lescort"
"OL1424615A","Gregory, David"
"OL2683961A","Mark Watson"
"OL3039581A","Christian Jacob"
"OL3039668A","Rina Dechter"
"OL384731A","Tom M. Mitchell"
"OL42959A","H. M. Collins"
"OL4393121A","Kumpati S. Narendra"
"OL4752636A","Stuart Holroyd"
"OL4848955A","European Congress on Fuzzy and Intelligent Technologies. (1st 1993 Aachen, Germany)"
"OL5197427A","AGI Conference (1st 2008 University of Memphis)"
