"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL21389997M","brains of men and machines","286","0070341230","NULL","NULL","NULL"
"OL2189193M","Handbook on artificial intelligence and expert systems in law enforcement","194","0313264619","NULL","NULL","1989"
"OL22539911M","ARTIFICIAL INTELLIGENCE: A BEGINNERS'S GUIDE.","NULL","1851683224","NULL","NULL","NULL"
"OL22649324M","Evolution of the Web in artificial intelligence environments","277","NULL","9783540791393","NULL","2008"
"OL24393111M","From bricks to brains","332","NULL","9781897425787","NULL","2010"
"OL24427760M","Advances in decision technology and intelligent information systems","83","NULL","9781897233290","NULL","2009"
"OL2535600M","Readings in knowledge representation","571","093461301X","NULL","NULL","1985"
"OL25554889M","Artificial Intelligence An International Perspective","NULL","NULL","9783642032257","[electronic resource] :","2009"
"OL25558557M","Artificial Intelligence and Computational Intelligence","NULL","NULL","9783642165269","[electronic resource] :","2010"
"OL3801278M","AIl vision notes (1979-80)","84","NULL","NULL","NULL","1980"
"OL5287711M","Pattern classification and scene analysis","482","0471223611","NULL","NULL","1973"
"OL9054762M","Universal Artificial Intelligence","280","3540221395","9783540221395","Hardcover","November 29, 2004"
"OL9055606M","Advances in Knowledge Discovery and Data Mining","864","3540260765","9783540260769","Paperback","August 5, 2005"
"OL9058289M","Sorts and Types in Artificial Intelligence: Workshop, Eringerfeld, Frg, April 24-26, 1989","307","3540523367","9783540523369","Hardcover","January 1990"
"OL9063261M","Pervasive Computing Handbook","409","3540671226","9783540671220","Hardcover","January 2001"
"OL9422385M","Database and Expert Systems Applications","955","3540285660","9783540285663","Paperback","September 27, 2005"
"OL9452445M","Mechanisms, Symbols, and Models Underlying Cognition","532","3540262989","9783540262985","Paperback","August 5, 2005"
"OL9605087M","Artificial Intelligence (21st Century Debates)","64","0750239530","9780750239530","Hardcover","September 12, 2002"
"OL1023792M","The origin and its meaning","543","NULL","NULL","NULL","1996"
"OL10337182M","Artificial Intelligence Reports from the University of Pennsylvania","NULL","0471822833","9780471822837","Hardcover","December 1984"
"OL11392663M","Applications of Artificial Intelligence VIII","NULL","081940344X","9780819403445","Paperback","December 1990"
"OL12569149M","The Post Human Condition","224","1841500984","9781841500980","Paperback","October 2004"
"OL15295386M","Remote Sensing Information Sciences Research Group","NULL","NULL","NULL","Microform","1989"
"OL1659544M","Informationsquellenmodelle","118","3922775349","NULL","NULL","1990"
"OL16906919M","Opportunities and risks of artificial intelligence systems","375","NULL","NULL","NULL","1991"
"OL1714399M","Mind tools","127","0531125157","NULL","NULL","1992"
"OL19895674M","Models of belief for decidable reasoning in incomplete knowledge bases","161","0315597801","NULL","NULL","1992"
"OL2101011M","Metodologii͡a osvoenii͡a intellektualʹnykh sistem i vychislitelʹnoĭ tekhniki","254","NULL","NULL","NULL","1987"
"OL21282606M","Neural computing architectures","401","0946536473","NULL","NULL","1989"
"OL21802194M","Artificial intelligence","111","1590184378","NULL","NULL","2005"
"OL22383357M","Proceedings, 12th IEEE Internationals [sic] Conference on Tools with Artificial Intelligence","427","0769509096","NULL","NULL","2000"
"OL22634587M","Multi-computer architectures for artificial intelligence","358","0471849790","NULL","NULL","1987"
"OL23218760M","Artificial intelligence applications for improved software engineering development","NULL","NULL","9781605667584","NULL","2009"
"OL2407205M","The rise of the expert company","322","0812917316","NULL","NULL","1988"
"OL25197793M","Alien phenomenology, or, What it's like to be a thing","NULL","NULL","9780816678976","NULL","2012"
"OL2531683M","Medicine in the age of the computer","166","0135729750","NULL","NULL","1986"
"OL25343318M","Complex intelligent systems and their applications","271","1441916350","9781441916358","NULL","2010"
"OL25547019M","E-Commerce and Web Technologies","NULL","NULL","9783642230134","[electronic resource] :","2011"
"OL3481981M","Dynamic memory","234","0521248582","NULL","NULL","1982"
"OL3996371M","Knowledge management","177","3932004957","NULL","NULL","1999"
"OL8115706M","Artificial Intelligence","146","0878351493","9780878351497","Paperback","May 1985"
"OL8967813M","Neural Networks & A New Artificial Intelligence (Neural Networks & a New Artificial Intelligence)","336","1850321728","9781850321729","Paperback","November 1996"
"OL9056114M","AI 2005: Advances in Artificial Intelligence","1344","3540304622","9783540304623","Paperback","January 9, 2006"
"OL9057063M","Artificial Intelligence: Methodology, Systems, and Applications","291","3540409300","9783540409304","Paperback","October 9, 2006"
"OL9282540M","Control and Dynamic Systems, Neural Network Systems Techniques and Applications, Volume 7 (Neural Network Systems Techniques and Applications, Vol 7)","438","0124438679","9780124438675","Hardcover","January 15, 1998"
"OL969128M","Communication and cooperation in agent systems","148","3540610448","NULL","NULL","1996"
"OL9970720M","Artificial Intelligence Technology Applications and Management","NULL","0074620363","9780074620366","Hardcover","January 1994"
"OL1407474M","Applications of artificial intelligence in chemistry","92","019855737X","NULL","NULL","1993"
"OL14741177M","Creating decision criteria from examples","117","NULL","NULL","NULL","1988"
"OL15505974M","Knowledge-based aircraft automation","NULL","NULL","NULL","Microform","1997"
"OL17435183M","Knowledge-based intelligent information and engineering systems","NULL","3540288945","NULL","NULL","2005"
"OL19880475M","Some ideas on support for fault tolerance in COMANDOS, an object oriented distributed system","12","NULL","NULL","NULL","1991"
"OL20866431M","Proceedings","471","0818638400","NULL","NULL","1993"
"OL2204254M","Complex systems and cognitive processes","205","0387513930","NULL","NULL","1990"
"OL2219911M","Building expert systems in training and education","174","0275934918","NULL","NULL","1990"
"OL22218049M","Programming in Scheme","238","0387946810","NULL","NULL","1996"
"OL24749969M","The super-intelligent machine","182","0224019678","9780224019675","NULL","1983"
"OL2530854M","The acquisition of syntactic knowledge","368","0262022265","NULL","NULL","1985"
"OL25534593M","Applications of Evolutionary Computation","NULL","NULL","9783642205194","[electronic resource] :","2011"
"OL25545229M","Interactive Theorem Proving","NULL","NULL","9783642140518","[electronic resource] :","2010"
"OL25546879M","Advances in Computer Science, Environment, Ecoinformatics, and Education","NULL","NULL","9783642233449","[electronic resource] :","2011"
"OL25553789M","Algorithmic Learning Theory","NULL","NULL","9783642244117","[electronic resource] :","2011"
"OL25558454M","Multi-Agent-Based Simulation XI","NULL","NULL","9783642183447","[electronic resource] :","2011"
"OL26329631M","Berserker kill","445","0812550595","9780812550597","NULL","1995"
"OL377472M","Building artificial knowledge with objects","NULL","0521645492","NULL","NULL","1998"
"OL383552M","Logics in artificial intelligence","390","3540651411","NULL","NULL","1998"
"OL4736412M","Artificial Intelligence","251","0830698353","NULL","NULL","1979"
"OL663900M","Brainchildren","418","0262041669","NULL","NULL","1998"
"OL677732M","Fundamentals of the new artificial intelligence","231","0387983023","NULL","NULL","1998"
"OL8370146M","Artificial Intelligence in Design '02","652","1402007167","9781402007163","Hardcover","July 31, 2002"
"OL865430M","Neural networks in biomedicine","403","9810217447","NULL","NULL","1994"
"OL8819546M","Stochastic Models of Neural Networks (Frontiers in Artificial Intelligence and Applications, Vol. 102)","192","1586033883","9781586033880","Hardcover","January 1, 2004"
"OL9351090M","A Logical Theory of Nonmonotonic Inference and Belief Change (Artificial Intelligence)","434","3540417664","9783540417668","Hardcover","August 9, 2001"
"OL9441681M","Artificial Intelligence","NULL","0613112849","9780613112840","School & Library Binding","March 2001"
"OL10153294M","Applications of Artificial Intelligence in Engineering V: Design ","319","0387529187","9780387529189","Hardcover","February 1991"
"OL12775908M","GWAI-89. 13th German Workshop on Artificial Intelligence","485","354051743X","9783540517436","Paperback","December 31, 1989"
"OL14544643M","Third Conference on Artificial Intelligence for Space Applications","NULL","NULL","NULL","Microform","1987"
"OL18180452M","Intelligent control for agricultural applications 2001","332","0080435564","NULL","NULL","2002"
"OL18206086M","AI IA 2003: advances in artificial intelligence","552","354020119X","NULL","NULL","2003"
"OL21802264M","New developments in parsing technology","403","140202293X","NULL","NULL","2004"
"OL22827446M","Artificial intelligence and information-control systems of robots - 89","452","0444883177","NULL","NULL","1989"
"OL24447802M","Cognitive informatics","2912","NULL","9781424423279","NULL","2008"
"OL25000745M","Non-standard parameter adaptation for exploratory data analysis","223","3642040047","9783642040047","NULL","2009"
"OL25323798M","A working theory of love","NULL","NULL","9781594205057","NULL","2012"
"OL25548261M","Data Management in Grid and Peer-to-Peer Systems","NULL","NULL","9783642229466","[electronic resource] :","2011"
"OL25565417M","Advances in Artificial Intelligence – IBERAMIA 2010","NULL","NULL","9783642169519","[electronic resource] :","2010"
"OL25671857M","Artificial Intelligence – Agents and Environments","NULL","NULL","978-87-7681-528-8","NULL","2013"
"OL26643635M","ACM Sigart International Conference on Artificial Intelligence and Law","257","0897912306","9780897912303","[electronic resource]","1987"
"OL9876622M","Concept Lattices","411","3540210431","9783540210436","Paperback","March 31, 2004"
"OL1086989M","Turtles, termites, and traffic jams","163","0262181622","NULL","NULL","1994"
"OL1511977M","Linguaggio giuridico e linguaggi di programmazione","424","NULL","NULL","NULL","1992"
"OL15268451M","Studies in real-world problem solving with and without computers","NULL","NULL","NULL","NULL","1974"
"OL1549833M","Artificial intelligence and business management","343","0893917966","NULL","NULL","1992"
"OL1596521M","Des machines et des hommes","240","2711304256","NULL","NULL","1990"
"OL16574834M","Pattern recognition and artificial intelligence","182","NULL","NULL","NULL","1976"
"OL1714882M","Machine models of music","544","0262193191","NULL","NULL","1993"
"OL17151359M","Complexity classifications of Boolean constraint satisfaction problems","106","0898714796","NULL","NULL","2001"
"OL17860420M","modeling of mind","275","NULL","NULL","NULL","1968"
"OL18056761M","An intelligent position-specific training system for missions operations","NULL","NULL","NULL","Microform","1992"
"OL19019817M","AI*IA 99","392","3540673504","NULL","NULL","2000"
"OL19944283M","God and the mind machine","145","0281049734","NULL","NULL","1996"
"OL2036718M","Interpretation of visual motion","139","0934613729","NULL","NULL","1988"
"OL2197402M","Computing and information","522","0444880550","NULL","NULL","1989"
"OL22810184M","Artificial intelligence techniques in Prolog","327","1558601678","NULL","NULL","1993"
"OL23908662M","Modeling decisions for artificial intelligence","238","3540882685","9783540882688","NULL","2008"
"OL24818263M","Ren gong zhi neng ji qi jiao yu ying yong","216","7030222059","9787030222053","NULL","2008"
"OL24926759M","Factoring humanity","352","0812571290","9780812571295","NULL","1999"
"OL25453717M","A system monitor for programs in artificial intelligence","120","NULL","NULL","NULL","1974"
"OL25536715M","Unifying Themes in Complex Systems","NULL","NULL","9783540850809","[electronic resource] :","2008"
"OL25541667M","Multi-Agent-Based Simulation VIII","NULL","NULL","9783540709152","[electronic resource] :","2008"
"OL25546569M","Advances in Computer Science, Environment, Ecoinformatics, and Education","NULL","NULL","9783642233234","[electronic resource] :","2011"
"OL25551693M","Software Engineering Research, Management and Applications","NULL","NULL","9783540707745","[electronic resource] /","2008"
